"","SEQN","SDDSRVYR","RIDSTATR","RIDEXMON","RIAGENDR","RIDAGEYR","RIDAGEMN","RIDAGEEX","RIDRETH1","DMQMILIT","DMDBORN2","DMDCITZN","DMDYRSUS","DMDEDUC3","DMDEDUC2","DMDSCHOL","DMDMARTL","DMDHHSIZ","DMDFMSIZ","INDHHIN2","INDFMIN2","INDFMPIR","RIDEXPRG","DMDHRGND","DMDHRAGE","DMDHRBR2","DMDHREDU","DMDHRMAR","DMDHSEDU","SIALANG","SIAPROXY","SIAINTRP","FIALANG","FIAPROXY","FIAINTRP","MIALANG","MIAPROXY","MIAINTRP","AIALANG","WTINT2YR","WTMEC2YR","SDMVPSU","SDMVSTRA"
"8721",50195,5,2,2,1,54,656,657,3,2,1,1,NA,NA,5,NA,1,2,2,14,14,5,NA,2,52,1,5,1,5,1,2,2,1,2,2,1,2,2,1,121613.601864,121835.963859,2,61
"8722",50196,5,2,1,1,66,801,801,5,2,4,2,6,NA,3,NA,3,2,2,6,6,2.19,NA,1,66,4,3,3,NA,1,2,2,1,2,2,1,2,2,1,48104.99465,47828.462431,2,73
"8723",50197,5,2,2,1,10,123,124,3,NA,1,1,NA,4,NA,2,NA,7,7,15,15,2.02,NA,1,54,1,4,1,3,1,1,2,1,2,2,1,2,2,1,34786.757043,42389.806419,2,74
"8724",50198,5,2,2,2,40,487,487,3,2,1,1,NA,NA,2,NA,6,2,1,4,1,0.29,2,1,37,5,3,6,NA,1,2,2,1,2,2,1,2,2,1,30961.582027,32072.633345,1,59
"8725",50199,5,2,1,1,21,261,261,4,2,1,1,NA,NA,5,NA,5,5,5,8,8,1.99,NA,1,53,1,3,1,5,1,2,2,1,2,2,1,2,2,1,23161.640181,23234.99589,1,68
"8726",50200,5,2,1,1,4,58,59,4,NA,1,1,NA,NA,NA,NA,NA,3,3,2,2,0.47,NA,2,26,1,4,5,NA,1,1,2,1,2,2,NA,NA,NA,NA,12323.022112,13463.510547,1,68
"8727",50201,5,2,1,2,54,650,650,1,2,2,2,3,NA,4,NA,4,4,2,6,4,1.14,NA,2,54,2,4,4,NA,2,2,2,2,2,2,2,2,2,2,9900.809686,9784.257815,1,70
"8728",50202,5,2,2,1,47,569,569,3,1,1,1,NA,NA,4,NA,3,1,1,8,8,4.81,NA,1,47,1,4,3,NA,1,2,2,1,2,2,1,2,2,1,89497.003812,89479.982122,2,62
"8729",50203,5,2,2,2,0,7,7,3,NA,1,1,NA,NA,NA,NA,NA,4,4,15,15,4.72,NA,2,34,1,5,1,NA,1,1,2,1,2,2,NA,NA,NA,NA,16644.04615,19027.280672,2,63
"8730",50204,5,2,2,2,0,6,6,1,NA,1,1,NA,NA,NA,NA,NA,6,6,9,9,2.11,NA,1,35,2,1,1,1,2,1,2,2,2,2,NA,NA,NA,NA,5412.289357,5543.341274,2,65
"8731",50205,5,2,2,2,38,463,464,4,2,1,1,NA,NA,2,NA,5,7,7,2,2,0.3,2,2,38,1,2,5,NA,1,2,2,1,2,2,NA,NA,NA,1,24901.217858,25451.99315,2,64
"8732",50206,5,2,2,2,31,382,382,3,2,1,1,NA,NA,2,NA,5,3,3,5,5,1.19,2,2,46,1,3,4,NA,1,2,2,1,2,2,1,2,2,1,36688.274277,36703.060914,2,60
"8733",50207,5,2,2,1,16,193,193,3,NA,1,1,NA,9,NA,1,NA,6,6,6,6,1.23,NA,1,45,1,4,1,3,1,2,2,1,2,2,1,2,2,1,28359.035297,28290.320581,1,60
"8734",50208,5,2,2,2,58,707,708,3,2,1,1,NA,NA,1,NA,5,3,3,7,7,2.27,NA,2,48,1,1,5,NA,1,2,2,1,2,2,1,2,2,1,33492.414424,33843.656774,2,62
"8735",50209,5,2,1,2,17,206,207,4,2,1,1,NA,10,NA,2,NA,4,4,14,14,4.12,NA,1,46,1,2,1,2,1,2,2,1,2,2,1,2,2,1,17408.187755,18004.26534,1,68
"8736",50210,5,2,1,1,31,380,381,1,2,2,2,3,NA,1,NA,1,7,6,14,10,2.36,NA,1,19,2,2,NA,NA,2,2,2,2,2,2,2,2,2,2,28333.337295,30099.648068,2,72
"8737",50211,5,2,1,2,46,562,564,1,2,1,1,NA,NA,4,NA,2,3,3,6,6,1.78,NA,1,18,1,2,NA,NA,1,2,2,1,2,2,1,2,2,1,25274.173117,25651.32401,1,66
"8738",50212,5,2,2,2,53,643,644,3,2,1,1,NA,NA,3,NA,1,2,2,14,14,5,NA,2,53,1,3,1,4,1,2,2,1,2,2,1,2,2,1,84879.680831,84610.090708,2,74
"8739",50213,5,2,2,1,56,673,673,3,1,1,1,NA,NA,4,NA,2,2,2,99,99,NA,NA,2,78,1,3,1,NA,1,2,2,1,2,2,NA,NA,NA,1,27201.67371,29904.661735,2,59
"8740",50214,5,2,2,2,37,446,446,3,2,1,1,NA,NA,4,NA,1,3,3,10,10,4.08,2,1,43,1,4,1,4,1,2,2,1,2,2,1,2,2,1,71121.044298,71760.725127,2,59
"8741",50215,5,2,2,2,18,216,217,4,2,1,1,NA,10,NA,2,NA,5,5,15,15,5,NA,1,49,1,5,1,5,1,2,2,1,2,2,1,2,2,1,14288.416908,14828.710765,2,74
"8742",50216,5,2,1,2,21,252,254,2,2,4,2,2,NA,3,NA,5,5,5,5,5,0.91,2,1,36,2,2,1,1,2,2,2,2,2,2,2,2,2,2,19526.939062,19721.273913,2,66
"8743",50217,5,2,2,2,6,81,81,4,NA,1,1,NA,2,NA,2,NA,6,6,1,1,0.09,NA,2,50,1,3,2,NA,1,1,2,1,2,2,NA,NA,NA,NA,10194.026439,10514.376584,1,61
"8744",50218,5,2,1,1,45,551,551,3,2,1,1,NA,NA,4,NA,1,5,5,7,7,1.45,NA,2,38,5,5,1,4,1,2,2,1,2,2,1,2,2,1,69911.471932,71472.989657,2,69
"8745",50219,5,2,2,2,38,464,464,2,2,1,1,NA,NA,5,NA,4,1,1,8,8,4.62,2,2,38,1,5,4,NA,1,2,2,1,2,2,1,2,2,1,20875.376204,20649.568154,2,67
"8746",50220,5,2,1,1,1,15,15,4,NA,1,1,NA,NA,NA,NA,NA,5,5,5,5,0.81,NA,2,28,1,3,6,NA,1,1,2,1,2,2,NA,NA,NA,NA,9408.55182,9536.22001,2,67
"8747",50221,5,2,1,2,53,642,643,2,2,4,1,2,NA,1,NA,1,6,6,8,8,1.87,NA,1,31,4,9,1,4,2,2,2,2,2,2,2,2,2,2,11754.306573,11615.935422,2,72
"8748",50222,5,2,2,1,36,437,438,3,2,1,1,NA,NA,3,NA,6,3,1,10,8,4.81,NA,1,36,1,3,6,NA,1,2,2,1,2,2,1,2,2,1,73397.080899,77092.988567,2,59
"8749",50223,5,2,2,2,17,207,208,2,2,1,1,NA,11,NA,2,NA,6,6,14,14,3.42,NA,1,43,4,3,1,4,1,2,2,1,2,2,1,2,2,1,20737.155462,20822.970625,2,61
"8750",50224,5,2,2,1,11,133,134,1,NA,2,2,2,5,NA,2,NA,6,6,5,5,0.7,NA,1,40,2,4,1,4,2,1,2,2,2,2,2,2,2,2,8768.335661,8881.135232,2,64
"8751",50225,5,2,2,2,36,432,432,3,2,1,1,NA,NA,4,NA,1,4,4,7,7,1.98,2,1,39,1,5,1,4,1,2,2,1,2,2,1,2,2,1,79636.811473,80353.085285,2,59
"8752",50226,5,2,1,2,48,585,585,3,2,1,1,NA,NA,4,NA,6,5,5,8,8,2.14,NA,2,66,1,4,3,NA,1,2,2,1,2,2,1,2,2,1,86026.265947,87335.373079,2,71
"8753",50227,5,2,2,2,0,4,5,3,NA,1,1,NA,NA,NA,NA,NA,5,5,9,9,2.22,NA,2,37,1,4,1,4,1,1,2,1,2,2,NA,NA,NA,NA,21761.219853,21532.915849,1,64
"8754",50228,5,2,1,2,72,869,871,2,2,4,2,1,NA,1,NA,1,3,2,6,13,NA,NA,2,73,4,4,2,NA,2,2,2,2,2,2,2,2,2,2,10872.757519,13045.521356,1,72
"8755",50229,5,2,2,1,52,633,634,4,2,5,1,7,NA,5,NA,4,1,1,3,3,0.98,NA,1,52,5,5,4,NA,1,2,2,1,2,2,1,2,2,1,26263.168053,28390.038726,1,69
"8756",50230,5,2,1,2,13,159,161,4,NA,1,1,NA,7,NA,1,NA,7,7,14,14,2.04,NA,1,35,1,4,1,4,1,1,2,1,2,2,1,2,2,1,9339.41264,9549.3679,2,70
"8757",50231,5,2,1,1,13,159,160,4,NA,1,1,NA,7,NA,1,NA,4,4,8,8,2.52,NA,2,35,1,4,1,NA,1,1,2,1,2,2,NA,NA,NA,1,14389.441495,14580.174024,1,68
"8758",50232,5,2,2,1,35,430,430,3,1,1,1,NA,NA,3,NA,5,2,2,2,2,0.66,NA,2,59,1,3,4,NA,1,2,2,1,2,2,1,2,2,1,20986.494459,23212.684776,1,67
"8759",50233,5,2,1,1,80,NA,NA,3,2,5,1,9,NA,5,NA,1,2,2,14,14,5,NA,1,80,5,5,1,5,1,1,2,1,2,2,NA,NA,NA,1,17222.358424,17411.78696,1,70
"8760",50234,5,2,1,2,10,123,123,1,NA,1,1,NA,3,NA,1,NA,4,4,10,10,3.21,NA,2,43,1,4,1,4,1,1,2,1,2,2,1,2,2,1,7415.676927,8179.991712,2,68
"8761",50235,5,2,2,2,4,53,54,2,NA,1,1,NA,NA,NA,NA,NA,5,5,14,14,3.9,NA,1,39,4,5,1,3,1,1,2,1,2,2,NA,NA,NA,NA,9040.255518,10246.571328,1,62
"8762",50236,5,2,2,1,44,532,533,3,2,1,1,NA,NA,3,NA,5,4,4,8,8,2.42,NA,1,69,1,3,1,2,1,2,2,1,2,2,1,2,2,1,31673.757423,32790.818922,1,61
"8763",50237,5,2,2,2,9,110,110,2,NA,1,1,NA,3,NA,2,NA,6,3,3,2,0.34,NA,2,38,1,2,1,NA,1,1,2,1,2,2,1,2,2,1,8628.172218,8454.950947,2,61
"8764",50238,5,2,2,1,51,615,616,3,1,1,1,NA,NA,4,NA,5,1,1,5,5,1.92,NA,1,51,1,4,5,NA,1,2,2,1,2,2,1,2,2,1,23010.585975,23052.659228,1,61
"8765",50239,5,2,1,1,35,421,422,1,2,2,2,3,NA,1,NA,6,5,5,99,99,NA,NA,1,35,2,1,6,NA,2,2,2,1,2,2,2,2,2,2,21807.732796,22510.525888,1,65
"8766",50240,5,2,1,1,59,714,715,4,1,1,1,NA,NA,4,NA,3,4,1,14,5,1.96,NA,1,38,1,2,5,NA,1,2,2,1,2,2,1,2,2,1,19455.77912,19634.613537,1,59
"8767",50241,5,1,NA,1,60,725,NA,4,2,1,1,NA,NA,2,NA,1,3,3,10,10,3.86,NA,1,60,1,2,1,3,1,2,2,1,2,2,NA,NA,NA,NA,5689.981299,0,2,74
"8768",50242,5,2,1,1,1,19,20,4,NA,1,1,NA,NA,NA,NA,NA,4,4,14,14,3.54,NA,2,36,1,5,1,4,1,1,2,1,2,2,NA,NA,NA,NA,10531.762291,11506.470686,2,72
"8769",50243,5,2,2,2,43,516,517,3,2,1,1,NA,NA,4,NA,1,6,6,5,5,0.7,2,1,36,1,2,1,4,1,2,2,1,2,2,1,2,2,1,25287.896464,25107.050835,2,59
"8770",50244,5,2,2,1,48,585,585,2,2,4,2,99,NA,3,NA,1,5,5,3,3,0.41,NA,2,42,4,3,1,3,2,2,2,2,2,2,2,2,2,2,16110.353949,16682.167262,1,62
"8771",50245,5,2,2,1,39,474,474,3,2,1,1,NA,NA,2,NA,1,2,2,8,8,3.65,NA,1,39,1,2,1,4,1,2,2,1,2,2,1,2,2,1,20464.646403,20627.177351,1,63
"8772",50246,5,2,1,2,2,34,34,4,NA,1,1,NA,NA,NA,NA,NA,2,2,6,6,2.41,NA,2,27,1,5,5,NA,1,1,2,1,2,2,NA,NA,NA,NA,11426.898075,10972.76266,1,68
"8773",50247,5,2,1,1,39,474,475,3,1,1,1,NA,NA,5,NA,3,2,2,9,9,4.29,NA,1,39,1,5,3,NA,1,2,2,1,2,2,1,2,2,1,42551.935358,44784.209295,2,66
"8774",50248,5,2,1,2,34,412,413,4,2,1,1,NA,NA,3,NA,5,2,2,2,2,0.44,2,2,34,1,3,5,NA,1,2,2,1,2,2,1,2,2,1,19348.68565,19690.354696,1,59
"8775",50249,5,2,2,2,18,224,224,4,2,1,1,NA,13,NA,1,NA,6,6,8,8,1.65,NA,2,43,1,4,1,4,1,2,2,1,2,2,1,2,2,1,15951.303683,16074.957659,2,64
"8776",50250,5,2,2,2,3,41,42,1,NA,1,1,NA,NA,NA,NA,NA,4,4,2,2,0.47,NA,2,42,1,2,3,NA,1,1,2,1,2,2,NA,NA,NA,NA,12546.684742,14307.69999,1,67
"8777",50251,5,2,2,2,78,940,941,3,2,1,1,NA,NA,4,NA,1,2,2,6,6,2.08,NA,2,78,1,4,1,4,1,2,2,1,2,2,1,2,2,1,37167.132864,36128.641686,1,59
"8778",50252,5,2,2,1,73,876,876,3,1,1,1,NA,NA,4,NA,1,2,2,3,3,0.85,NA,1,73,1,4,1,5,1,2,2,1,2,2,1,2,2,1,9498.128327,9792.960512,2,63
"8779",50253,5,2,2,1,23,282,283,3,1,1,1,NA,NA,3,NA,5,7,7,15,15,2.02,NA,1,54,1,4,1,3,1,2,2,1,2,2,1,2,2,1,76352.554954,78010.237139,2,74
"8780",50254,5,2,2,1,2,29,29,4,NA,1,1,NA,NA,NA,NA,NA,6,6,2,2,0.18,NA,1,34,1,1,6,NA,1,1,2,1,2,2,NA,NA,NA,NA,6917.648913,6872.768106,2,62
"8781",50255,5,1,NA,2,26,322,NA,1,2,1,1,NA,NA,4,NA,1,4,4,10,10,3.29,3,1,27,1,3,1,4,1,2,2,1,2,2,NA,NA,NA,NA,17027.248993,0,1,65
"8782",50256,5,2,1,1,14,172,172,1,NA,2,2,4,8,NA,1,NA,7,7,5,5,0.69,NA,1,38,2,1,1,2,2,1,2,2,2,2,1,2,2,1,15459.306247,15930.592803,2,66
"8783",50257,5,2,2,2,8,107,108,2,NA,1,1,NA,3,NA,2,NA,3,3,9,9,3.13,NA,2,44,4,5,5,NA,1,1,2,1,2,2,1,2,2,1,9448.279198,9258.59326,2,60
"8784",50258,5,2,2,1,41,501,502,3,2,1,1,NA,NA,4,NA,1,4,4,12,12,NA,NA,1,41,1,4,1,NA,1,2,2,1,2,2,1,2,2,1,99473.010847,103638.994835,2,59
"8785",50259,5,2,1,2,11,139,140,1,NA,1,1,NA,5,NA,1,NA,5,5,7,7,1.65,NA,1,73,1,5,1,3,1,1,2,1,2,2,1,2,2,1,10237.537188,10753.269024,2,72
"8786",50260,5,2,2,1,52,625,626,3,1,1,1,NA,NA,3,NA,1,2,2,5,5,1.46,NA,1,52,1,3,1,3,1,2,2,1,2,2,1,2,2,1,22515.398006,24752.7181,1,67
"8787",50261,5,2,1,2,2,31,31,2,NA,1,1,NA,NA,NA,NA,NA,4,4,15,15,5,NA,1,38,1,5,1,5,1,1,2,1,2,2,NA,NA,NA,NA,5881.479916,6226.133874,1,60
"8788",50262,5,2,1,2,1,23,24,1,NA,1,1,NA,NA,NA,NA,NA,6,6,99,99,NA,NA,1,42,2,1,1,1,2,1,2,2,2,2,NA,NA,NA,NA,7483.863849,7758.435048,2,67
"8789",50263,5,2,1,1,5,64,64,2,NA,1,1,NA,NA,NA,NA,NA,5,5,99,99,NA,NA,2,22,4,2,5,NA,2,1,2,2,2,2,NA,NA,NA,NA,8167.270386,8960.969033,2,69
"8790",50264,5,2,1,2,14,176,177,4,NA,1,1,NA,8,NA,1,NA,4,4,14,14,3.77,NA,1,40,1,5,1,5,1,1,2,1,2,2,1,2,2,1,15518.211026,16049.573502,2,68
"8791",50265,5,2,1,2,71,854,855,5,2,4,2,4,NA,2,NA,2,1,1,1,1,0.05,NA,2,71,4,2,2,NA,1,2,1,1,2,1,1,2,2,1,17097.474398,18514.007795,2,69
"8792",50266,5,2,2,2,76,919,920,3,2,1,1,NA,NA,2,NA,1,2,2,6,6,1.79,NA,2,76,1,2,1,3,1,2,2,1,2,2,1,2,2,1,32569.843792,33098.089001,2,62
"8793",50267,5,1,NA,1,51,620,NA,3,2,1,1,NA,NA,4,NA,6,3,3,15,15,5,NA,1,51,1,4,6,NA,1,2,2,1,2,2,NA,NA,NA,NA,94535.825282,0,2,63
"8794",50268,5,2,2,1,0,3,4,3,NA,1,1,NA,NA,NA,NA,NA,4,4,7,7,1.89,NA,1,33,1,3,1,4,1,1,2,1,2,2,NA,NA,NA,NA,24861.877964,26016.142826,2,59
"8795",50269,5,2,2,2,18,218,219,3,2,1,1,NA,11,NA,3,NA,2,1,6,1,0.15,NA,1,27,5,2,6,NA,1,2,2,1,2,2,1,2,2,1,26621.582027,26764.719841,1,60
"8796",50270,5,2,2,1,35,426,426,5,2,5,2,3,NA,2,NA,3,2,1,4,3,1.22,NA,1,35,5,2,3,NA,1,2,2,1,2,2,1,2,2,1,18080.457421,18224.053056,1,62
"8797",50271,5,2,1,2,19,237,239,2,2,4,1,5,15,NA,1,NA,5,5,15,15,4.19,NA,2,49,4,4,3,NA,1,2,2,1,2,2,1,2,2,1,22198.038444,22289.89908,1,72
"8798",50272,5,2,2,1,7,94,95,3,NA,1,1,NA,0,NA,NA,NA,4,4,14,14,3.54,NA,1,31,1,4,1,4,1,1,2,1,2,2,NA,NA,NA,NA,39705.91552,45196.672879,2,62
"8799",50273,5,2,2,2,19,239,239,3,2,1,1,NA,13,NA,3,NA,2,2,6,6,2.3,NA,2,40,1,4,5,NA,1,2,2,1,2,2,NA,NA,NA,1,75459.062686,75335.393779,1,69
"8800",50274,5,2,2,2,66,793,794,2,2,4,1,8,NA,4,NA,5,4,4,6,6,1.53,NA,2,43,1,4,1,3,2,2,2,1,2,2,2,2,2,2,4865.131732,5290.60255,2,74
"8801",50275,5,2,1,2,62,751,751,5,2,4,2,2,NA,2,NA,2,5,5,7,7,1.49,NA,2,62,4,2,2,NA,1,2,2,1,2,2,1,2,2,1,21214.688224,23417.002,1,73
"8802",50276,5,2,2,2,61,740,740,4,2,1,1,NA,NA,3,NA,2,7,7,4,4,0.5,NA,2,61,1,3,2,NA,1,2,2,1,2,2,1,2,2,1,7377.405223,7781.892002,1,74
"8803",50277,5,2,2,1,52,627,628,3,2,1,1,NA,NA,5,NA,1,2,2,15,15,5,NA,1,52,1,5,1,4,1,2,2,1,2,2,1,2,2,1,98000.090004,98179.276339,2,62
"8804",50278,5,2,1,2,63,761,762,4,2,1,1,NA,NA,4,NA,1,2,2,6,6,2.19,NA,1,80,NA,NA,2,NA,1,2,2,1,2,2,1,2,2,1,11630.61,11899.831492,1,68
"8805",50279,5,2,1,2,57,695,696,4,2,1,1,NA,NA,3,NA,1,2,2,4,4,1.2,NA,2,57,1,3,1,1,1,2,2,1,2,2,1,2,2,1,25246.168325,27368.68005,1,59
"8806",50280,5,2,1,1,58,705,705,2,2,4,1,8,NA,5,NA,1,4,4,15,15,5,NA,1,80,NA,NA,2,NA,2,2,2,2,2,2,1,2,2,1,11086.858505,11432.681274,1,73
"8807",50281,5,2,2,2,0,6,7,1,NA,1,1,NA,NA,NA,NA,NA,7,7,4,3,0.39,NA,2,21,2,1,6,NA,2,1,2,1,2,2,NA,NA,NA,NA,3228.794532,3235.131816,1,62
"8808",50282,5,2,2,1,32,394,395,5,2,5,2,3,NA,1,NA,5,6,6,15,15,5,NA,1,53,5,3,1,3,1,2,1,1,2,1,NA,NA,NA,1,64391.843756,65675.463664,2,60
"8809",50283,5,2,1,2,6,77,79,4,NA,1,1,NA,0,NA,NA,NA,6,6,1,1,0.11,NA,2,54,1,2,1,NA,1,1,2,1,2,2,NA,NA,NA,NA,10491.349122,11217.661594,1,72
"8810",50284,5,2,2,2,3,47,48,1,NA,2,2,2,NA,NA,NA,NA,6,6,7,7,1.3,NA,1,38,2,3,1,1,2,1,2,1,2,2,NA,NA,NA,NA,9040.255518,10246.571328,1,62
"8811",50285,5,2,2,2,4,50,50,3,NA,1,1,NA,NA,NA,NA,NA,4,4,4,4,0.71,NA,2,26,1,2,1,1,1,1,2,1,2,2,NA,NA,NA,NA,14519.133894,16907.942934,2,62
"8812",50286,5,2,2,1,2,35,35,4,NA,1,1,NA,NA,NA,NA,NA,7,7,4,4,0.5,NA,2,61,1,3,2,NA,1,1,2,1,2,2,NA,NA,NA,NA,8099.192363,8181.283087,1,74
"8813",50287,5,2,2,1,2,33,33,3,NA,1,1,NA,NA,NA,NA,NA,3,3,1,1,0.23,NA,1,26,1,2,6,NA,1,1,2,1,2,2,NA,NA,NA,NA,10079.29626,10103.281436,1,61
"8814",50288,5,2,2,2,10,121,122,3,NA,1,1,NA,4,NA,1,NA,2,2,7,7,2.92,NA,2,45,1,4,3,NA,1,1,2,1,2,2,1,2,2,1,43309.646075,44103.804237,1,63
"8815",50289,5,2,2,1,10,131,132,3,NA,1,1,NA,4,NA,1,NA,6,6,7,7,1.45,NA,1,39,1,3,1,3,1,1,2,1,2,2,1,2,2,1,41366.33589,41932.429698,1,60
"8816",50290,5,2,2,2,43,527,528,3,2,1,1,NA,NA,3,NA,3,3,3,3,3,0.76,2,2,43,1,3,3,NA,1,2,2,1,2,2,1,2,2,1,25724.868153,26751.90073,2,60
"8817",50291,5,2,1,2,10,123,124,3,NA,1,1,NA,3,NA,1,NA,5,5,4,4,0.75,NA,2,30,1,3,3,NA,1,1,2,1,2,2,1,2,2,1,18411.881174,18858.579439,1,65
"8818",50292,5,2,2,1,36,433,434,3,2,1,1,NA,NA,3,NA,6,2,2,14,14,5,NA,1,36,1,3,6,NA,1,2,2,1,2,2,1,2,2,1,87328.585991,88022.152722,2,61
"8819",50293,5,2,2,1,33,402,402,3,2,1,1,NA,NA,4,NA,1,4,4,6,6,1.36,NA,2,20,4,4,1,4,1,2,2,1,2,2,1,2,2,1,16397.438775,16527.667816,1,60
"8820",50294,5,2,2,2,58,703,703,3,2,1,1,NA,NA,3,NA,1,4,4,15,15,5,NA,1,57,1,3,1,3,1,2,2,1,2,2,1,2,2,1,92231.455838,96297.713674,1,63
"8821",50295,5,2,1,2,19,232,232,1,2,1,1,NA,12,NA,1,NA,4,4,8,8,2.18,NA,1,45,2,2,1,2,1,2,2,1,2,2,1,2,2,1,12370.592355,12792.147425,1,65
"8822",50296,5,2,2,2,7,88,89,1,NA,1,1,NA,1,NA,2,NA,6,6,NA,NA,NA,NA,2,78,1,2,2,NA,1,1,2,NA,NA,NA,NA,NA,NA,NA,8452.716474,8564.619978,1,64
"8823",50297,5,2,2,1,4,53,55,1,NA,1,1,NA,NA,NA,NA,NA,6,6,6,6,0.91,NA,1,26,2,2,NA,NA,2,1,2,2,2,2,NA,NA,NA,NA,10003.067218,11035.957671,1,59
"8824",50298,5,2,1,1,16,200,202,2,NA,4,1,4,10,NA,1,NA,3,3,9,9,3.2,NA,1,37,4,4,1,5,1,2,2,1,2,2,1,2,2,1,14464.841475,14905.811154,1,72
"8825",50299,5,2,1,2,1,18,18,1,NA,1,1,NA,NA,NA,NA,NA,7,4,7,4,0.85,NA,1,27,2,2,1,2,2,1,2,2,2,2,NA,NA,NA,NA,5616.754132,6044.992169,2,69
"8826",50300,5,1,NA,1,65,785,NA,3,1,1,1,NA,NA,5,NA,1,2,2,15,15,5,NA,2,63,1,3,1,5,1,2,2,1,2,2,NA,NA,NA,NA,72103.325962,0,1,71
"8827",50301,5,1,NA,1,23,281,NA,5,2,1,1,NA,NA,5,NA,5,2,2,99,99,NA,NA,2,46,1,4,5,NA,1,2,2,1,2,2,NA,NA,NA,NA,20668.484862,0,2,69
"8828",50302,5,2,2,1,40,484,485,4,1,1,1,NA,NA,4,NA,1,3,3,8,8,3.03,NA,1,40,1,4,1,3,1,2,2,1,2,2,1,2,2,1,23313.999618,23528.298183,2,67
"8829",50303,5,2,2,2,65,780,781,3,2,1,1,NA,NA,3,NA,2,1,1,3,3,1.35,NA,2,65,1,3,2,NA,1,2,2,1,2,2,1,2,2,1,23989.800077,28502.84325,1,60
"8830",50304,5,2,2,1,30,361,362,3,1,1,1,NA,NA,4,NA,1,4,4,4,4,0.71,NA,1,30,1,4,1,4,1,2,2,1,2,2,1,2,2,1,22514.973922,23648.714716,2,59
"8831",50305,5,2,1,2,0,5,5,2,NA,1,1,NA,NA,NA,NA,NA,2,2,1,1,0,NA,2,23,4,3,5,NA,2,1,2,1,2,2,NA,NA,NA,NA,3365.726575,3372.33262,2,68
"8832",50306,5,2,1,2,0,9,10,1,NA,1,1,NA,NA,NA,NA,NA,7,7,7,7,1.24,NA,1,53,2,1,1,4,1,1,2,1,2,2,NA,NA,NA,NA,5350.033827,5688.650022,1,66
"8833",50307,5,2,1,2,7,93,93,4,NA,1,1,NA,1,NA,1,NA,2,2,3,3,0.86,NA,2,25,1,4,5,NA,1,1,2,1,2,2,NA,NA,NA,NA,11212.634394,11294.472129,2,66
"8834",50308,5,2,1,2,41,492,494,2,2,4,1,5,NA,5,NA,3,4,4,5,5,1.02,2,2,63,4,5,5,NA,1,2,2,2,2,2,1,2,2,1,34415.557041,34929.119166,1,72
"8835",50309,5,2,1,2,5,67,68,4,NA,1,1,NA,NA,NA,NA,NA,6,6,10,10,2.35,NA,1,29,5,2,6,NA,1,1,2,1,2,2,NA,NA,NA,NA,15369.054241,15085.989916,1,72
"8836",50310,5,2,1,2,11,133,134,1,NA,1,1,NA,5,NA,1,NA,5,5,6,6,1.16,NA,1,33,2,1,NA,NA,2,1,2,2,2,2,1,2,2,1,7088.753022,7139.124843,1,70
"8837",50311,5,2,1,1,14,176,176,1,NA,1,1,NA,8,NA,1,NA,5,5,1,1,0.03,NA,2,43,2,1,3,NA,2,1,2,1,2,2,1,2,2,1,12307.924922,12683.13966,2,72
"8838",50312,5,2,2,1,19,228,228,4,2,1,1,NA,12,NA,3,NA,2,2,10,10,5,NA,1,48,1,2,3,NA,1,2,2,1,2,2,1,2,2,1,14284.999533,14186.372419,1,64
"8839",50313,5,2,1,1,15,180,180,1,NA,1,1,NA,7,NA,1,NA,6,6,5,5,0.74,NA,1,37,1,3,1,2,1,1,2,1,2,2,1,2,2,1,10078.135591,10385.373816,1,65
"8840",50314,5,2,1,1,9,108,108,1,NA,1,1,NA,2,NA,1,NA,4,4,5,5,0.94,NA,1,46,1,4,3,NA,1,1,2,1,2,2,1,2,2,1,11150.024198,12294.68463,2,72
"8841",50315,5,2,2,1,3,46,47,3,NA,1,1,NA,NA,NA,NA,NA,4,4,14,14,4.12,NA,2,33,1,5,1,5,1,1,2,1,2,2,NA,NA,NA,NA,38014.308437,38104.769107,1,61
"8842",50316,5,2,1,1,20,244,245,3,2,1,1,NA,NA,4,NA,5,5,5,15,15,5,NA,1,41,1,3,1,4,1,2,2,1,2,2,1,2,2,1,85665.584298,88582.108039,2,72
"8843",50317,5,2,1,2,9,119,120,4,NA,1,1,NA,4,NA,1,NA,3,3,6,6,1.7,NA,2,65,1,1,5,NA,1,1,2,1,2,2,1,2,2,1,10210.786483,10696.097129,2,67
"8844",50318,5,1,NA,1,13,160,NA,2,NA,1,1,NA,9,NA,1,NA,4,4,15,15,5,NA,1,37,4,4,1,NA,1,1,2,1,2,2,NA,NA,NA,NA,10460.012926,0,1,62
"8845",50319,5,2,1,1,60,728,729,4,2,1,1,NA,NA,4,NA,1,4,4,6,6,1.58,NA,1,60,1,4,1,1,1,2,2,1,2,2,1,2,2,1,7338.642463,7521.478712,2,67
"8846",50320,5,2,2,2,2,27,28,3,NA,1,1,NA,NA,NA,NA,NA,4,4,14,14,3.87,NA,1,35,1,3,1,4,1,1,2,1,2,2,NA,NA,NA,NA,40363.277113,45747.767205,1,67
"8847",50321,5,2,2,2,59,719,719,3,2,1,1,NA,NA,4,NA,1,3,3,77,77,NA,NA,1,62,1,3,1,4,1,2,2,1,2,2,1,2,2,1,104008.811182,104568.829918,2,59
