"","SEQN","SDDSRVYR","RIDSTATR","RIDEXMON","RIAGENDR","RIDAGEYR","RIDAGEMN","RIDAGEEX","RIDRETH1","DMQMILIT","DMDBORN2","DMDCITZN","DMDYRSUS","DMDEDUC3","DMDEDUC2","DMDSCHOL","DMDMARTL","DMDHHSIZ","DMDFMSIZ","INDHHIN2","INDFMIN2","INDFMPIR","RIDEXPRG","DMDHRGND","DMDHRAGE","DMDHRBR2","DMDHREDU","DMDHRMAR","DMDHSEDU","SIALANG","SIAPROXY","SIAINTRP","FIALANG","FIAPROXY","FIAINTRP","MIALANG","MIAPROXY","MIAINTRP","AIALANG","WTINT2YR","WTMEC2YR","SDMVPSU","SDMVSTRA"
"6026",47500,5,2,1,2,57,693,694,1,2,2,2,7,NA,1,NA,2,7,7,5,5,0.68,NA,2,32,1,4,4,NA,2,2,2,1,2,2,2,2,2,2,15324.080621,15828.073749,1,66
"6027",47501,5,2,2,1,6,76,76,4,NA,1,1,NA,0,NA,NA,NA,4,4,2,2,0.41,NA,2,51,1,3,5,NA,1,1,2,1,2,2,NA,NA,NA,NA,10114.345008,9808.233872,1,61
"6028",47502,5,2,2,1,28,343,344,3,2,1,1,NA,NA,3,NA,5,2,1,1,1,0,NA,1,28,1,3,5,NA,1,2,2,1,2,2,1,2,2,1,41423.490404,41211.534696,2,63
"6029",47503,5,2,1,2,6,83,84,1,NA,1,1,NA,1,NA,1,NA,6,6,9,9,2.01,NA,1,61,1,4,1,NA,1,1,2,1,2,2,NA,NA,NA,NA,12594.330656,12535.070662,2,65
"6030",47504,5,2,2,1,8,98,99,4,NA,1,1,NA,2,NA,2,NA,7,7,4,4,0.3,NA,2,28,NA,NA,5,NA,1,1,2,1,2,2,1,2,2,1,8576.769532,8395.604755,1,74
"6031",47505,5,2,2,1,78,940,940,3,1,1,1,NA,NA,4,NA,1,2,2,5,5,1.75,NA,2,74,1,3,1,4,1,2,2,1,2,2,1,2,2,1,8872.862854,8711.437723,2,59
"6032",47506,5,2,1,2,26,318,319,1,2,1,1,NA,NA,2,NA,1,4,4,3,3,0.61,1,1,28,1,2,1,2,1,2,2,1,2,2,1,2,2,1,20954.537726,21734.744229,2,72
"6033",47507,5,2,2,1,13,164,165,2,NA,1,1,NA,7,NA,1,NA,5,5,7,7,1.45,NA,1,29,1,2,1,4,1,1,2,1,2,2,1,2,2,1,14078.018574,14507.195717,2,67
"6034",47508,5,2,1,1,26,320,320,3,1,1,1,NA,NA,4,NA,5,1,1,15,15,5,NA,1,26,1,4,5,NA,1,2,2,1,2,2,1,2,2,1,81984.24992,85167.237506,2,68
"6035",47509,5,2,2,2,11,140,141,3,NA,1,1,NA,6,NA,2,NA,3,3,6,6,1.65,NA,2,35,1,3,5,NA,1,1,2,1,2,2,1,2,2,1,17365.79685,17825.400377,2,62
"6036",47510,5,2,2,1,0,0,1,3,NA,1,1,NA,NA,NA,NA,NA,5,5,7,7,1.65,NA,1,24,1,3,1,4,1,1,2,1,2,2,NA,NA,NA,NA,8281.496091,8574.418128,2,60
"6037",47511,5,2,2,1,71,863,864,3,1,1,1,NA,NA,1,NA,3,2,2,3,3,0.71,NA,1,71,1,1,3,NA,1,2,2,1,2,2,1,2,2,1,9935.266183,10270.286578,2,59
"6038",47512,5,2,2,1,52,632,632,3,2,1,1,NA,NA,5,NA,1,3,3,5,5,1.16,NA,1,52,1,5,1,4,1,2,2,1,2,2,1,2,2,1,21955.532388,24035.182738,1,63
"6039",47513,5,2,2,2,50,602,602,1,2,2,2,4,NA,2,NA,6,7,7,7,7,1.13,NA,2,50,2,2,6,NA,2,2,2,2,2,2,2,2,2,2,12227.157573,14444.298792,1,69
"6040",47514,5,1,NA,2,18,224,NA,3,2,1,1,NA,13,NA,3,NA,1,1,2,2,0.87,NA,2,18,1,3,NA,NA,1,2,2,1,2,2,NA,NA,NA,NA,25381.641267,0,2,68
"6041",47515,5,2,2,2,18,225,225,4,2,1,1,NA,15,NA,1,NA,4,4,8,8,2.37,NA,2,31,1,4,5,NA,1,2,2,1,2,2,1,2,2,1,15338.257165,15457.158825,1,64
"6042",47516,5,2,2,1,13,161,161,3,NA,1,1,NA,7,NA,2,NA,4,4,10,10,3.39,NA,1,47,1,4,1,3,1,1,2,1,2,2,1,2,2,1,56910.65589,60100.404455,1,64
"6043",47517,5,2,2,2,18,219,220,1,2,1,1,NA,11,NA,3,NA,7,7,12,12,NA,NA,2,41,2,1,1,1,1,2,2,2,2,2,1,2,2,1,9695.161676,10025.687995,1,74
"6044",47518,5,2,2,1,77,928,929,3,1,1,1,NA,NA,4,NA,1,3,3,5,5,1.14,NA,2,72,1,4,1,4,1,2,2,1,2,2,1,2,2,1,35745.961552,35681.768881,2,59
"6045",47519,5,2,1,1,49,596,597,3,2,1,1,NA,NA,3,NA,5,2,2,8,8,3.29,NA,2,70,1,5,3,NA,1,1,2,1,2,2,1,2,2,1,116710.080329,118595.311978,1,69
"6046",47520,5,2,2,1,56,676,677,3,2,1,1,NA,NA,5,NA,1,2,2,15,15,5,NA,2,59,1,5,1,5,1,2,2,1,2,2,1,2,2,1,83459.201226,83611.800559,2,63
"6047",47521,5,2,1,1,3,44,45,4,NA,1,1,NA,NA,NA,NA,NA,3,3,1,1,0.25,NA,2,28,1,3,5,NA,1,1,2,1,2,2,NA,NA,NA,NA,13043.20822,14250.349455,2,67
"6048",47522,5,2,1,1,58,697,697,4,1,1,1,NA,NA,4,NA,1,2,2,15,15,5,NA,1,58,1,4,1,5,1,2,2,1,2,2,1,2,2,1,32161.608605,34700.179649,2,65
"6049",47523,5,2,1,2,54,655,655,3,2,1,1,NA,NA,5,NA,2,1,1,2,2,0.87,NA,2,54,1,5,2,NA,1,2,2,1,2,2,1,2,2,1,34717.48276,36107.309621,2,66
"6050",47524,5,2,2,1,76,917,918,3,1,1,1,NA,NA,1,NA,1,2,2,4,4,1.21,NA,1,76,1,1,1,2,1,2,2,1,2,2,1,2,2,1,30137.047977,29588.760802,2,63
"6051",47525,5,2,1,2,7,85,86,1,NA,1,1,NA,3,NA,1,NA,7,7,6,6,0.96,NA,2,32,2,2,1,1,2,1,2,1,2,2,NA,NA,NA,NA,7696.368816,7612.9566,1,65
"6052",47526,5,2,1,1,7,88,89,1,NA,1,1,NA,0,NA,NA,NA,7,7,5,5,0.68,NA,2,32,1,4,4,NA,1,1,2,1,2,2,NA,NA,NA,NA,12738.655236,15000.29871,1,66
"6053",47527,5,2,1,1,80,NA,NA,3,1,1,1,NA,NA,5,NA,1,2,2,7,7,2.78,NA,2,75,1,3,1,5,1,2,2,1,2,2,1,2,2,1,30714.402259,31997.027629,1,66
"6054",47528,5,2,2,2,40,489,489,4,2,1,1,NA,NA,5,NA,3,1,1,6,6,2.5,2,2,40,1,5,3,NA,1,2,2,1,2,2,1,2,2,1,23833.861391,25371.590684,1,74
"6055",47529,5,1,NA,1,80,NA,NA,4,1,1,1,NA,NA,1,NA,1,4,4,4,4,0.85,NA,1,80,1,1,1,2,1,2,2,1,2,2,NA,NA,NA,NA,9676.357685,0,1,61
"6056",47530,5,2,1,2,14,174,174,1,NA,1,1,NA,8,NA,1,NA,6,6,14,14,2.72,NA,1,36,2,1,1,4,2,1,2,2,2,2,1,2,2,1,31317.605243,32273.809914,1,65
"6057",47531,5,2,1,1,8,107,107,5,NA,5,2,3,1,NA,1,NA,5,5,15,15,4.14,NA,1,45,NA,NA,1,5,1,1,1,1,2,1,1,2,2,1,39316.403755,39854.444465,2,73
"6058",47532,5,2,2,2,62,751,751,3,2,1,1,NA,NA,4,NA,1,2,2,10,10,4.64,NA,1,64,1,3,1,4,1,2,2,1,2,2,1,2,2,1,59522.803907,60214.153243,2,63
"6059",47533,5,2,2,2,63,759,760,3,2,1,1,NA,NA,5,NA,1,2,2,7,7,2.92,NA,1,66,1,5,1,5,1,2,2,1,2,2,1,2,2,1,55604.39463,56250.232171,1,67
"6060",47534,5,2,2,1,51,613,614,3,2,1,1,NA,NA,4,NA,1,2,2,14,14,5,NA,2,47,1,5,1,4,1,2,2,1,2,2,1,2,2,1,116687.223833,116900.578289,2,60
"6061",47535,5,2,1,2,30,361,362,1,2,2,1,7,NA,2,NA,1,6,6,6,6,1.09,2,2,30,2,2,1,3,1,2,2,1,2,2,1,2,2,1,21342.827184,21111.962738,2,70
"6062",47536,5,2,1,2,28,342,343,2,2,1,1,NA,NA,4,NA,1,4,4,15,15,5,2,1,29,1,5,1,4,1,2,2,1,2,2,1,2,2,1,24417.572691,24660.579818,1,71
"6063",47537,5,2,1,1,54,648,649,1,2,2,1,6,NA,5,NA,1,3,3,15,15,5,NA,1,23,1,3,5,NA,1,2,2,1,2,2,1,2,2,1,18404.433265,19737.781807,2,65
"6064",47538,5,2,2,2,28,347,348,3,2,1,1,NA,NA,4,NA,1,4,4,6,6,1.6,2,1,34,1,3,1,4,1,2,2,1,2,2,1,2,2,1,98671.7689,102153.724854,2,63
"6065",47539,5,2,2,2,10,130,130,3,NA,1,1,NA,4,NA,2,NA,4,4,10,10,3.07,NA,1,49,1,4,1,5,1,1,2,1,2,2,1,2,2,1,42474.353734,48097.93839,2,64
"6066",47540,5,2,2,2,11,133,134,5,NA,1,1,NA,5,NA,1,NA,3,3,3,3,0.74,NA,2,43,1,3,3,NA,1,1,2,1,2,2,1,2,2,1,23990.355507,24966.214805,2,63
"6067",47541,5,2,2,1,31,381,382,3,2,1,1,NA,NA,2,NA,1,4,4,1,1,0.02,NA,1,31,1,2,1,4,1,2,2,1,2,2,1,2,2,1,20107.39039,21119.897392,1,67
"6068",47542,5,2,2,2,2,25,26,4,NA,1,1,NA,NA,NA,NA,NA,7,7,3,3,0.34,NA,2,19,1,3,NA,NA,1,1,2,1,2,2,NA,NA,NA,NA,8933.805714,8578.752441,2,64
"6069",47543,5,2,1,2,22,265,267,1,2,2,1,6,NA,3,NA,1,2,2,3,3,0.73,1,1,27,2,3,1,3,2,2,2,1,2,2,1,2,2,1,21354.813611,21567.339728,1,72
"6070",47544,5,2,1,1,27,329,330,1,2,2,2,3,NA,3,NA,6,3,3,3,3,0.73,NA,2,21,1,4,6,NA,1,2,2,1,2,2,1,2,2,2,34633.994166,36982.505581,1,66
"6071",47545,5,2,2,1,3,36,37,1,NA,1,1,NA,NA,NA,NA,NA,7,7,12,12,NA,NA,2,41,2,1,1,1,1,1,2,2,2,2,NA,NA,NA,NA,10262.968593,10406.028195,1,74
"6072",47546,5,2,1,2,7,92,94,1,NA,2,2,2,1,NA,1,NA,5,5,4,4,0.69,NA,2,18,2,1,NA,NA,2,1,2,2,2,2,NA,NA,NA,NA,10377.222325,10450.961611,2,70
"6073",47547,5,2,1,1,19,233,234,1,2,1,1,NA,13,NA,3,NA,7,7,5,5,0.63,NA,2,43,2,2,5,NA,1,2,2,1,2,2,1,2,2,1,12391.793441,12515.50731,2,70
"6074",47548,5,2,1,1,7,87,87,1,NA,1,1,NA,1,NA,1,NA,4,4,13,13,NA,NA,1,36,2,2,1,1,2,1,2,2,2,2,NA,NA,NA,NA,7720.584187,7765.587111,1,70
"6075",47549,5,2,2,2,13,166,167,3,NA,1,1,NA,7,NA,2,NA,3,3,6,6,1.82,NA,2,51,1,3,4,NA,1,1,2,1,2,2,1,2,2,1,42831.990918,43062.288184,2,64
"6076",47550,5,2,1,2,36,433,434,1,2,2,2,2,NA,1,NA,6,5,5,99,99,NA,1,1,35,2,1,6,NA,2,2,2,1,2,2,2,2,2,2,14632.455792,14474.177145,1,65
"6077",47551,5,2,1,1,72,865,865,4,1,1,1,NA,NA,2,NA,3,1,1,3,3,1.3,NA,1,72,1,2,3,NA,1,2,2,1,2,2,1,2,2,1,8434.921462,8628.595523,2,69
"6078",47552,5,2,1,1,56,673,674,1,2,1,1,NA,NA,5,NA,1,2,2,14,14,5,NA,2,49,1,5,1,5,1,2,2,1,2,2,1,2,2,1,12775.874489,14056.20379,2,71
"6079",47553,5,2,1,2,49,594,594,2,2,4,1,6,NA,1,NA,1,4,4,14,14,4.48,NA,1,57,4,5,1,1,2,2,2,1,2,2,2,2,2,2,14746.851705,14573.252452,1,60
"6080",47554,5,2,1,2,4,59,59,2,NA,1,1,NA,NA,NA,NA,NA,5,5,8,8,2.07,NA,1,33,4,1,1,1,2,1,2,2,2,2,NA,NA,NA,NA,9046.026035,9377.910509,1,65
"6081",47555,5,2,1,1,5,65,66,4,NA,1,1,NA,NA,NA,NA,NA,3,3,6,6,1.49,NA,2,44,1,2,5,NA,1,1,2,1,2,2,NA,NA,NA,NA,12178.435667,13385.544836,2,67
"6082",47556,5,2,1,1,12,153,153,1,NA,1,1,NA,5,NA,1,NA,6,6,7,7,1.27,NA,2,23,2,2,5,NA,2,1,2,2,2,2,1,2,2,1,12391.793441,12661.491422,2,70
"6083",47557,5,2,1,2,0,9,10,1,NA,1,1,NA,NA,NA,NA,NA,6,6,15,15,3.87,NA,1,32,1,5,1,4,1,1,2,1,2,2,NA,NA,NA,NA,6885.877593,7195.770509,2,70
"6084",47558,5,2,1,1,39,474,475,3,2,1,1,NA,NA,4,NA,5,3,1,14,10,5,NA,1,39,NA,NA,3,NA,1,2,2,1,2,2,1,2,2,1,55681.860184,58085.88526,2,69
"6085",47559,5,2,2,1,3,43,44,1,NA,1,1,NA,NA,NA,NA,NA,7,7,7,7,0.96,NA,1,38,2,2,1,1,2,1,2,2,2,2,NA,NA,NA,NA,13313.672629,13499.257207,2,61
"6086",47560,5,2,2,2,71,853,854,3,2,1,1,NA,NA,4,NA,2,1,1,6,6,2.94,NA,2,71,1,4,2,NA,1,2,2,1,2,2,1,2,2,1,33715.313253,33320.621804,1,67
"6087",47561,5,1,NA,1,4,56,NA,5,NA,1,1,NA,NA,NA,NA,NA,4,4,9,9,2.6,NA,2,25,4,3,1,3,1,1,2,1,2,2,NA,NA,NA,NA,12348.307383,0,2,71
"6088",47562,5,2,2,1,14,178,179,3,NA,1,1,NA,9,NA,2,NA,3,3,15,15,5,NA,1,47,NA,NA,1,5,1,1,2,1,2,2,1,2,2,1,58962.28625,62267.025319,1,63
"6089",47563,5,2,2,1,52,628,629,3,2,1,1,NA,NA,3,NA,1,4,4,10,10,3.07,NA,2,52,1,3,1,3,1,2,2,1,2,2,1,2,2,1,99960.091805,102075.163533,2,62
"6090",47564,5,2,2,2,46,552,553,3,2,1,1,NA,NA,4,NA,1,3,3,2,2,0.52,NA,2,46,1,4,1,3,1,2,2,1,2,2,1,2,2,1,26186.975773,26222.979585,1,67
"6091",47565,5,2,2,1,18,218,219,3,2,1,1,NA,11,NA,1,NA,4,4,15,15,4.84,NA,2,49,1,5,1,5,1,2,2,1,2,2,1,2,2,1,60976.297726,60828.550493,1,60
"6092",47566,5,2,1,1,12,146,146,4,NA,1,1,NA,5,NA,1,NA,3,3,9,9,3.41,NA,1,21,1,4,5,NA,1,1,2,1,2,2,1,2,2,1,15043.275425,15242.674545,2,68
"6093",47567,5,2,1,2,58,703,703,4,2,1,1,NA,NA,4,NA,3,2,2,2,2,0.44,NA,2,58,1,4,3,NA,1,2,2,1,2,2,1,2,2,1,22428.724303,22837.22915,1,59
"6094",47568,5,1,NA,2,12,147,NA,1,NA,1,1,NA,5,NA,1,NA,7,7,13,13,NA,NA,2,32,1,2,1,NA,1,1,2,1,2,2,NA,NA,NA,NA,11866.900282,0,2,71
"6095",47569,5,2,1,1,5,60,61,1,NA,1,1,NA,NA,NA,NA,NA,5,5,6,6,1.16,NA,1,33,2,1,NA,NA,2,1,2,2,2,2,NA,NA,NA,NA,7479.195838,8206.027122,1,70
"6096",47570,5,2,1,2,1,19,20,1,NA,1,1,NA,NA,NA,NA,NA,4,4,6,6,1.55,NA,2,24,4,2,1,2,2,1,2,2,2,2,NA,NA,NA,NA,7596.587293,8041.746319,1,73
"6097",47571,5,2,1,1,38,465,466,4,2,1,1,NA,NA,3,NA,5,1,1,2,2,0.71,NA,1,38,1,3,5,NA,1,2,2,1,2,2,1,2,2,1,23355.017694,26667.764488,1,59
"6098",47572,5,2,2,2,68,826,826,3,2,1,1,NA,NA,2,NA,3,1,1,2,2,0.59,NA,2,68,1,2,3,NA,1,2,2,1,2,2,1,2,2,1,29950.959024,34184.67219,1,71
"6099",47573,5,2,1,2,8,105,107,4,NA,1,1,NA,2,NA,1,NA,3,3,3,3,0.7,NA,2,40,1,3,5,NA,1,1,2,1,2,2,1,2,2,1,10491.349122,10989.99469,1,72
"6100",47574,5,2,1,2,51,615,616,4,2,1,1,NA,NA,1,NA,1,2,2,99,99,NA,NA,1,42,1,3,1,1,1,2,2,1,2,2,1,2,2,1,22428.724303,22837.22915,1,59
"6101",47575,5,2,1,1,24,297,297,4,2,1,1,NA,NA,2,NA,5,2,2,2,2,0.4,NA,2,43,1,2,3,NA,1,2,2,1,2,2,1,2,2,1,25677.543865,26338.046289,1,59
"6102",47576,5,2,2,1,3,42,42,2,NA,1,1,NA,NA,NA,NA,NA,6,6,9,9,1.99,NA,1,27,1,3,1,3,1,1,2,1,2,2,NA,NA,NA,NA,9947.588634,9920.265223,1,63
"6103",47577,5,2,1,1,24,293,293,4,2,1,1,NA,NA,2,NA,5,2,2,9,9,4.29,NA,1,48,1,3,3,NA,1,2,2,1,2,2,1,2,2,1,28903.097021,31761.29104,2,67
"6104",47578,5,2,1,1,55,667,668,3,2,1,1,NA,NA,5,NA,5,1,1,6,6,2.64,NA,1,55,1,5,5,NA,1,2,2,1,2,2,1,2,2,1,66464.947943,67674.924905,2,69
"6105",47579,5,2,1,1,68,826,828,2,2,4,1,8,NA,1,NA,1,2,2,6,6,1.9,NA,1,68,4,1,1,4,2,2,2,2,2,2,1,2,2,2,12040.762077,12992.421934,1,72
"6106",47580,5,2,1,2,48,585,585,4,2,1,1,NA,NA,2,NA,3,2,2,2,2,0.51,NA,2,48,1,2,3,NA,1,2,2,1,2,2,1,2,2,1,25443.307683,27807.439969,1,73
"6107",47581,5,2,2,2,4,59,60,3,NA,1,1,NA,NA,NA,NA,NA,4,4,15,15,5,NA,1,47,1,4,1,5,1,1,2,1,2,2,NA,NA,NA,NA,44397.657282,46224.747374,2,69
"6108",47582,5,2,2,2,1,12,13,1,NA,1,1,NA,NA,NA,NA,NA,2,2,2,2,0.41,NA,1,31,1,3,1,NA,1,1,2,1,2,2,NA,NA,NA,NA,6766.424074,6862.279864,1,60
"6109",47583,5,2,2,1,5,65,66,2,NA,1,1,NA,NA,NA,NA,NA,7,7,7,7,1.29,NA,2,51,2,2,6,NA,1,1,2,1,2,2,NA,NA,NA,NA,13152.356483,13556.599968,1,71
"6110",47584,5,2,1,2,2,25,26,1,NA,1,1,NA,NA,NA,NA,NA,7,1,8,NA,NA,NA,1,40,NA,NA,77,NA,2,1,2,NA,NA,NA,NA,NA,NA,NA,5617.913154,6046.239559,1,70
"6111",47585,5,2,2,2,14,174,175,2,NA,1,1,NA,8,NA,1,NA,3,3,9,9,3.13,NA,1,50,4,3,3,NA,1,1,2,1,2,2,1,2,2,1,16622.640489,16691.428835,2,61
"6112",47586,5,2,1,2,27,332,332,2,2,1,1,NA,NA,4,NA,1,4,4,14,14,3.87,2,1,29,2,2,1,4,1,2,2,1,2,2,1,2,2,1,35235.442458,36547.374112,1,72
"6113",47587,5,2,1,2,80,NA,NA,3,2,1,1,NA,NA,2,NA,2,1,1,77,77,NA,NA,2,80,1,2,2,NA,1,2,2,1,2,2,1,2,2,1,34384.005442,38224.061356,1,59
"6114",47588,5,2,2,2,77,934,935,3,2,1,1,NA,NA,4,NA,2,1,1,6,6,2.88,NA,2,77,1,4,2,NA,1,2,2,1,2,2,1,2,2,1,33663.70102,33718.735672,2,64
"6115",47589,5,2,1,1,51,620,621,4,1,1,1,NA,NA,4,NA,1,4,4,12,12,NA,NA,1,51,1,4,1,3,1,2,2,1,2,2,1,2,2,1,16768.76645,16782.884828,2,70
"6116",47590,5,2,2,2,49,592,593,3,2,1,1,NA,NA,4,NA,5,1,1,5,5,2.31,NA,2,49,1,4,5,NA,1,2,2,1,2,2,1,2,2,1,92172.716344,91513.545942,2,60
"6117",47591,5,2,2,1,15,190,191,3,NA,1,1,NA,9,NA,1,NA,5,5,14,14,3.32,NA,1,45,1,5,1,5,1,1,2,1,2,2,1,2,2,1,53599.353098,53469.480403,1,60
"6118",47592,5,2,1,1,0,2,3,1,NA,1,1,NA,NA,NA,NA,NA,5,5,7,7,1.41,NA,2,29,1,4,1,2,1,1,2,1,2,2,NA,NA,NA,NA,5658.201893,5620.220615,2,72
"6119",47593,5,2,2,1,27,333,334,3,2,1,1,NA,NA,3,NA,1,6,6,3,3,0.43,NA,1,27,1,3,1,3,1,2,2,1,2,2,1,2,2,1,62660.734539,62340.112105,1,60
"6120",47594,5,2,2,1,80,NA,NA,3,1,5,1,9,NA,5,NA,1,2,2,13,13,NA,NA,1,80,5,5,1,4,1,2,2,1,2,2,1,2,2,1,20784.245424,21012.851117,1,63
"6121",47595,5,2,2,2,19,231,231,4,2,1,1,NA,11,NA,2,NA,2,1,3,1,0.05,NA,2,19,1,2,NA,NA,1,2,2,1,2,2,1,2,2,1,13951.477119,14981.3508,1,61
"6122",47596,5,2,1,2,23,276,277,1,2,2,2,3,NA,2,NA,1,3,3,5,5,1.16,1,1,35,2,2,1,2,2,2,2,2,2,2,2,2,2,2,15101.283018,15251.573116,1,70
"6123",47597,5,2,1,1,0,9,10,4,NA,1,1,NA,NA,NA,NA,NA,3,3,6,6,1.7,NA,1,45,4,5,1,4,1,1,2,1,2,2,NA,NA,NA,NA,10266.599913,11739.094695,2,67
"6124",47598,5,2,1,1,22,268,268,1,2,2,2,1,NA,1,NA,5,6,6,7,7,1.45,NA,1,37,2,1,5,NA,2,2,2,2,2,2,2,2,2,2,24830.709279,25170.21361,1,72
"6125",47599,5,2,2,1,11,137,138,1,NA,2,2,4,5,NA,1,NA,7,7,8,8,1.41,NA,1,45,2,3,1,4,2,1,2,2,2,2,1,2,2,1,14977.676055,17636.839261,2,65
"6126",47600,5,2,1,1,38,456,457,1,2,2,2,4,NA,5,NA,1,4,1,6,4,1.47,NA,1,38,2,5,1,NA,2,2,2,2,2,2,1,2,2,1,36551.605358,38215.650102,1,71
"6127",47601,5,2,1,2,80,NA,NA,3,2,1,1,NA,NA,5,NA,1,2,2,6,6,2.14,NA,1,80,1,5,1,5,1,2,2,1,2,2,1,2,2,1,38578.466454,44589.816403,2,66
"6128",47602,5,2,1,2,53,641,642,5,2,5,1,7,NA,4,NA,1,5,5,6,6,1.39,NA,1,53,5,5,1,4,1,2,2,1,2,2,1,2,2,1,83944.284795,85562.933605,1,73
"6129",47603,5,2,2,1,52,624,625,1,2,2,9,99,NA,2,NA,6,3,3,77,77,NA,NA,2,69,2,1,2,NA,2,2,2,1,2,2,2,2,2,2,10385.546257,10689.521582,2,74
"6130",47604,5,2,1,1,15,188,189,1,NA,1,1,NA,9,NA,1,NA,4,2,14,6,1.86,NA,2,52,2,1,6,NA,2,1,2,1,2,2,1,2,2,1,9351.79468,9555.329395,2,70
"6131",47605,5,2,2,1,9,117,118,4,NA,1,1,NA,3,NA,1,NA,7,7,3,3,0.32,NA,2,28,1,2,NA,NA,1,1,2,1,2,2,1,2,2,1,11119.713236,10884.834549,1,64
"6132",47606,5,2,2,1,11,136,136,3,NA,1,1,NA,5,NA,2,NA,4,4,15,15,5,NA,2,43,1,5,1,4,1,1,2,1,2,2,1,2,2,1,39837.141386,45346.045395,1,64
"6133",47607,5,2,2,1,51,614,616,5,1,1,1,NA,NA,4,NA,1,4,4,6,6,1.42,NA,1,51,1,4,1,2,1,2,2,1,2,2,1,2,2,1,24442.307296,24486.998351,2,60
"6134",47608,5,2,2,1,10,127,127,3,NA,1,1,NA,4,NA,2,NA,4,4,15,15,5,NA,2,31,NA,NA,1,NA,1,1,2,1,2,2,1,2,2,1,41273.271184,46980.7713,1,63
"6135",47609,5,1,NA,2,8,96,NA,2,NA,1,1,NA,1,NA,1,NA,4,4,15,15,5,NA,1,37,4,4,1,NA,1,1,2,1,2,2,NA,NA,NA,NA,7544.522116,0,1,62
"6136",47610,5,2,2,1,63,758,759,2,2,4,1,7,NA,1,NA,1,7,7,6,6,0.84,NA,1,63,4,1,1,1,2,2,2,1,2,2,2,2,2,2,4078.112176,4713.043596,1,62
"6137",47611,5,2,1,1,0,3,4,1,NA,1,1,NA,NA,NA,NA,NA,4,4,4,4,0.73,NA,2,30,2,2,6,NA,2,1,2,1,2,2,NA,NA,NA,NA,3870.798257,4144.413378,1,65
"6138",47612,5,2,2,1,0,10,11,3,NA,1,1,NA,NA,NA,NA,NA,5,5,6,6,1.25,NA,2,32,1,3,1,3,1,1,2,1,2,2,NA,NA,NA,NA,7463.006323,7726.977831,2,59
"6139",47613,5,2,2,2,80,NA,NA,3,2,1,1,NA,NA,5,NA,2,1,1,10,10,5,NA,2,80,1,5,2,NA,1,2,2,1,2,2,1,2,2,1,27520.277867,30054.350291,1,61
"6140",47614,5,2,2,2,75,911,913,3,2,1,1,NA,NA,1,NA,2,1,1,4,4,1.56,NA,2,75,1,1,2,NA,1,2,2,1,2,2,1,2,2,1,41869.277142,40699.402805,2,60
"6141",47615,5,2,2,1,34,417,418,4,2,1,1,NA,NA,1,NA,6,6,6,2,2,0.18,NA,1,34,1,1,6,NA,1,2,2,1,2,2,1,2,2,1,19471.021132,21038.897213,2,62
"6142",47616,5,2,2,1,14,177,179,2,NA,1,1,NA,8,NA,2,NA,4,4,15,15,5,NA,1,37,1,3,4,NA,1,1,2,1,2,2,1,2,2,1,10917.039603,11672.30337,2,74
"6143",47617,5,2,2,2,10,124,124,3,NA,1,1,NA,4,NA,2,NA,6,6,10,10,2.5,NA,1,38,1,4,1,4,1,1,2,1,2,2,1,2,2,1,42314.317006,42671.58154,1,63
"6144",47618,5,2,2,1,8,104,105,3,NA,1,1,NA,2,NA,1,NA,5,4,2,1,0.03,NA,1,26,1,2,6,NA,1,1,2,1,2,2,1,2,2,1,24805.613719,25145.075845,2,59
"6145",47619,5,2,2,2,37,448,448,1,2,2,2,2,NA,3,NA,1,5,5,6,6,1.04,2,1,37,2,3,1,3,2,2,2,1,2,2,2,2,2,2,16052.324366,16101.815826,1,62
"6146",47620,5,2,1,2,71,855,856,1,2,2,1,8,NA,1,NA,1,3,3,4,4,0.87,NA,1,80,2,1,1,1,2,2,2,2,2,2,2,2,2,2,6638.883255,6986.173518,1,73
"6147",47621,5,2,2,2,58,696,696,1,2,1,1,NA,NA,2,NA,3,3,3,6,6,1.62,NA,2,58,1,2,3,NA,1,2,2,1,2,2,1,2,2,1,11904.698424,12079.041621,2,64
"6148",47622,5,2,1,1,2,35,36,4,NA,1,1,NA,NA,NA,NA,NA,4,4,1,1,0.01,NA,2,21,1,3,NA,NA,1,1,2,1,2,2,NA,NA,NA,NA,9037.968653,9933.799212,1,59
"6149",47623,5,2,1,1,55,661,662,4,2,5,1,7,NA,4,NA,3,5,5,15,15,5,NA,1,44,4,5,4,NA,1,2,2,1,2,2,1,2,2,1,15735.364172,15498.521926,1,70
"6150",47624,5,2,2,2,58,698,699,3,2,1,1,NA,NA,3,NA,1,2,2,6,6,2.19,NA,1,61,1,3,1,3,1,2,2,1,2,2,1,2,2,1,101232.684828,107312.161663,1,61
"6151",47625,5,2,2,1,4,51,52,3,NA,1,1,NA,NA,NA,NA,NA,4,4,9,9,3.05,NA,1,34,1,3,1,4,1,1,2,1,2,2,NA,NA,NA,NA,50730.589489,51065.750226,1,67
"6152",47626,5,2,2,2,67,813,814,3,2,1,1,NA,NA,5,NA,1,2,2,7,7,2.86,NA,2,67,1,5,1,4,1,2,2,1,2,2,1,2,2,1,59522.803907,61219.800211,2,63
